"[array([ 0.     ,  0.     , 61.52202,  0.     , ..., 68.69626,  0.     ,  0.     , 25.47086], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0001.jpg']"
"[array([ 6.4798  ,  0.      , 58.099823,  0.      , ..., 60.561344,  0.      , 17.896767,  5.700271], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0014.jpg']"
"[array([ 0.      ,  0.      , 52.62821 ,  0.      , ..., 69.91    ,  0.      ,  0.      , 10.193711], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0026.jpg']"
"[array([ 0.      ,  0.      , 48.125244,  0.      , ..., 58.376297,  0.      , 12.951182, 10.722049], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0050.jpg']"
"[array([ 0.      ,  0.      , 62.431877,  0.      , ..., 71.80701 ,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0054.jpg']"
"[array([ 8.345017,  0.      , 52.875164,  0.      , ..., 39.41085 ,  0.      ,  1.823613,  8.015454], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0035.jpg']"
"[array([ 7.665547,  0.      , 54.497482,  0.      , ..., 54.19659 ,  0.      , 24.635675, 22.772217], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0015.jpg']"
"[array([ 0.      ,  0.      , 46.79253 ,  0.      , ..., 47.159782,  0.      ,  0.      , 26.444603], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0022.jpg']"
"[array([ 0.      ,  0.      , 58.184868,  0.      , ..., 55.34622 ,  0.      ,  8.186591,  0.      ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0044.jpg']"
"[array([ 0.      ,  0.      , 59.809467,  0.      , ..., 91.56041 ,  0.      ,  2.045808,  0.      ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0024.jpg']"
"[array([ 0.      ,  0.      , 87.31015 ,  0.      , ..., 65.1918  ,  0.      , 17.944859,  0.      ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0038.jpg']"
"[array([ 0.      ,  0.      , 56.83276 ,  0.      , ..., 37.468014,  0.      ,  0.      , 38.222153], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0009.jpg']"
"[array([16.903372,  0.      , 68.87385 ,  0.      , ..., 51.489643,  0.      , 11.325238, 12.024981], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0012.jpg']"
"[array([ 4.494554,  0.      , 62.556023,  0.      , ..., 60.966072,  0.      , 14.709271,  7.670545], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0018.jpg']"
"[array([ 8.169833, 10.882952, 69.86652 ,  0.      , ..., 54.87232 ,  0.      ,  3.279143,  0.      ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0008.jpg']"
"[array([ 0.      ,  0.      , 71.09711 ,  0.      , ..., 70.51718 ,  0.      ,  0.      ,  5.308158], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0062.jpg']"
"[array([ 0.      ,  0.      , 75.21229 ,  0.      , ..., 67.73207 ,  0.      ,  0.      , 16.895302], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0019.jpg']"
"[array([ 0.      ,  0.      , 75.08184 ,  0.      , ..., 57.042126,  0.      ,  0.      , 11.84579 ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0005.jpg']"
"[array([ 0.      ,  0.      , 46.0941  ,  0.      , ..., 83.590225,  0.      ,  7.037206, 16.785425], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0034.jpg']"
"[array([ 8.332273,  0.      , 36.08589 ,  0.      , ..., 44.74065 ,  0.      , 12.967208, 23.84951 ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0058.jpg']"
"[array([ 0.      ,  0.      , 35.750572,  0.      , ..., 51.136883,  0.      ,  0.      , 30.683933], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0057.jpg']"
"[array([10.139041,  0.      , 53.465168,  0.      , ..., 73.75107 ,  0.      ,  5.085477,  3.084435], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0061.jpg']"
"[array([ 0.      ,  0.      , 60.699814,  0.      , ..., 40.15335 ,  0.      ,  0.      , 17.36217 ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0064.jpg']"
"[array([ 0.      ,  0.      , 46.209816,  0.      , ..., 67.18176 ,  0.      ,  0.      , 12.450875], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0045.jpg']"
"[array([ 0.      ,  0.      , 50.16127 ,  0.      , ..., 67.9204  ,  0.      ,  0.      , 16.923157], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0059.jpg']"
"[array([ 4.077378,  0.      , 79.280014,  0.      , ..., 52.632515,  0.      ,  5.592997, 19.914314], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0039.jpg']"
"[array([ 7.184257,  9.018991, 36.29306 ,  0.      , ..., 61.10232 ,  0.      ,  6.217502,  0.      ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0031.jpg']"
"[array([ 0.      ,  0.      , 52.025047,  0.      , ..., 16.847902,  0.      ,  0.      , 32.009262], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0051.jpg']"
"[array([ 0.      ,  0.      , 40.705727,  0.      , ..., 70.39026 ,  0.      ,  0.      ,  6.102111], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0055.jpg']"
"[array([13.924926,  8.193403, 59.99778 ,  0.      , ..., 47.290268,  0.      , 30.289927,  0.      ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0053.jpg']"
"[array([33.99621 ,  0.      , 73.51659 ,  0.      , ..., 55.881542,  0.      ,  1.033936, 22.64601 ], dtype=float32), '/content/101_ObjectCategories/dolphin/image_0016.jpg']"
"[array([31.15379 ,  0.      ,  0.      , 67.5801  , ..., 14.041769,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0001.jpg']"
"[array([41.83191 ,  0.      ,  0.      , 14.057473, ...,  0.      ,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0011.jpg']"
"[array([37.757565,  0.      ,  0.      , 44.320213, ..., 17.314707, 14.142252,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0002.jpg']"
"[array([31.501259,  0.      ,  0.      , 66.17889 , ..., 16.486803,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0017.jpg']"
"[array([27.04441 ,  0.      ,  0.      , 19.08038 , ..., 24.854868, 12.862992,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0037.jpg']"
"[array([24.803215,  0.      , 29.298727, 16.816725, ...,  0.      ,  7.243073,  0.      , 30.748297], dtype=float32), '/content/101_ObjectCategories/wrench/image_0027.jpg']"
"[array([26.423653,  2.273275,  0.      , 42.91714 , ..., 25.295788, 20.449455,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0007.jpg']"
"[array([ 7.283887,  0.      , 11.764212, 23.149973, ...,  6.312581, 24.678976,  0.      ,  6.805981], dtype=float32), '/content/101_ObjectCategories/wrench/image_0029.jpg']"
"[array([25.022186,  0.      ,  0.      , 78.292946, ...,  7.57191 , 22.468206,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0021.jpg']"
"[array([27.378021,  0.407732,  0.      , 35.74076 , ..., 13.748603, 18.091875,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0006.jpg']"
"[array([31.400616,  0.      ,  0.      , 75.88369 , ...,  0.      ,  6.996692,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0003.jpg']"
"[array([26.632195,  0.      ,  0.      , 80.43059 , ...,  7.347279,  6.831148,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0010.jpg']"
"[array([20.099672,  0.      ,  0.      , 80.781136, ...,  8.789867, 21.777939,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0013.jpg']"
"[array([44.191067,  0.      ,  0.      , 83.24559 , ...,  0.      ,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0033.jpg']"
"[array([29.619555,  0.      ,  0.      , 46.28202 , ..., 15.303443,  1.615696,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0023.jpg']"
"[array([28.168526,  0.      ,  0.      , 65.1043  , ...,  6.672473,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0032.jpg']"
"[array([34.88534,  0.     ,  0.     , 72.79859, ..., 21.4605 ,  0.     ,  0.     ,  0.     ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0014.jpg']"
"[array([17.054695,  0.      ,  0.      , 72.88525 , ..., 18.665956, 14.985487,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0026.jpg']"
"[array([19.493118,  0.      ,  0.      ,  5.023554, ...,  0.      , 13.3052  ,  0.      , 10.869637], dtype=float32), '/content/101_ObjectCategories/wrench/image_0015.jpg']"
"[array([37.73962 ,  0.      ,  0.      , 30.625366, ..., 31.77278 , 25.591751,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0022.jpg']"
"[array([19.679867,  0.      ,  0.      , 26.881876, ...,  0.      , 13.563997,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0024.jpg']"
"[array([23.353506,  0.      ,  0.      , 35.21081 , ..., 24.435621, 10.507164,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0038.jpg']"
"[array([41.044155,  0.      ,  0.      , 53.409267, ...,  0.      , 23.640795,  0.      , 24.283861], dtype=float32), '/content/101_ObjectCategories/wrench/image_0009.jpg']"
"[array([43.25119 ,  0.      ,  0.      , 42.83569 , ...,  3.949972,  7.245902,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0012.jpg']"
"[array([13.872114,  0.      ,  0.      , 65.16912 , ...,  1.513041, 29.698992,  0.      ,  9.874062], dtype=float32), '/content/101_ObjectCategories/wrench/image_0018.jpg']"
"[array([22.093475,  0.      ,  0.      , 63.056553, ..., 12.202954,  2.961669,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0008.jpg']"
"[array([23.65106 ,  0.      ,  0.      , 64.914635, ...,  4.860734,  7.67438 ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0020.jpg']"
"[array([13.524272,  0.      ,  0.      , 47.607033, ...,  0.402822,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0036.jpg']"
"[array([22.096802,  0.      ,  0.      , 46.43513 , ..., 14.395733, 17.365908,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0005.jpg']"
"[array([24.473837,  0.      ,  0.      , 73.64389 , ...,  2.250283, 29.797098,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0034.jpg']"
"[array([16.739214,  0.      ,  0.      , 51.218395, ..., 33.648495, 20.756733,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0039.jpg']"
"[array([31.258257,  0.      ,  0.      , 64.83411 , ..., 10.472018, 10.716239,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0031.jpg']"
"[array([37.21813 ,  0.      ,  0.      , 49.530643, ...,  0.      , 14.420036,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/wrench/image_0016.jpg']"
"[array([ 0.      ,  0.      , 27.949955,  0.      , ..., 93.5946  ,  0.      ,  0.      , 12.550303], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0047.jpg']"
"[array([ 0.      ,  0.      ,  2.302577,  0.      , ..., 98.385956,  0.      ,  0.      , 16.351898], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0002.jpg']"
"[array([  0.      ,   0.      ,  19.765608,   0.      , ..., 108.918236,   0.      ,   0.      ,   0.      ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0056.jpg']"
"[array([  0.      ,   0.      ,   9.525074,   0.      , ..., 113.5704  ,   0.      ,   0.      ,  21.137787],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0017.jpg']"
"[array([ 0.      ,  0.      , 27.987862,  0.      , ..., 79.80296 ,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0052.jpg']"
"[array([ 0.      ,  0.      ,  7.217575,  0.      , ..., 87.95041 ,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0037.jpg']"
"[array([  0.      ,   0.      ,  33.607758,   0.      , ..., 120.71513 ,   0.      ,   0.      ,   0.      ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0027.jpg']"
"[array([  0.     ,   0.     ,  36.748  ,   0.     , ..., 100.19296,   0.     ,   0.     ,   0.     ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0007.jpg']"
"[array([ 0.      ,  0.      , 26.491611,  0.      , ..., 76.00864 ,  0.      ,  0.      ,  7.981339], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0028.jpg']"
"[array([ 0.      ,  0.      ,  7.444029,  0.      , ..., 65.69487 ,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0041.jpg']"
"[array([ 0.      ,  0.      , 17.276632,  0.      , ..., 79.64343 ,  0.      ,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0029.jpg']"
"[array([  0.      ,   0.      ,  16.176022,   0.      , ..., 115.690475,   0.      ,   0.      ,   0.      ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0048.jpg']"
"[array([  0.      ,   0.      ,  15.4619  ,   0.      , ..., 133.35526 ,   0.      ,   0.      ,   2.087678],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0040.jpg']"
"[array([  0.      ,   0.      ,  17.980656,   0.      , ..., 114.55244 ,   0.      ,   0.      ,  11.425321],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0006.jpg']"
"[array([  0.      ,   0.      ,  20.467842,   0.      , ..., 111.91925 ,   0.      ,   0.      ,   0.      ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0003.jpg']"
"[array([  0.      ,   0.      ,  12.466166,   0.      , ..., 113.73451 ,   0.      ,   0.      ,   7.263385],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0010.jpg']"
"[array([ 0.      ,  0.      ,  2.372748,  0.      , ..., 33.841885,  0.      ,  0.      , 32.45096 ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0013.jpg']"
"[array([23.840986,  0.      , 13.046983,  0.      , ..., 42.530518,  0.      ,  0.      , 10.209655], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0042.jpg']"
"[array([ 0.      ,  0.      , 17.77422 ,  0.      , ..., 94.46483 ,  0.      ,  0.      ,  4.648061], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0033.jpg']"
"[array([  0.     ,   0.     ,  23.33313,   0.     , ..., 119.07395,   0.     ,   0.     ,   0.     ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0025.jpg']"
"[array([ 0.      ,  0.      , 25.506317,  0.      , ..., 85.99047 ,  0.      ,  0.      ,  0.805395], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0032.jpg']"
"[array([  0.      ,   0.      ,  11.116284,   0.      , ..., 123.3419  ,   0.      ,   0.      ,   0.      ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0026.jpg']"
"[array([  0.      ,   0.      ,  18.423454,   0.      , ..., 106.824165,   0.      ,   0.      ,   0.      ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0054.jpg']"
"[array([ 0.      ,  0.      ,  4.143721,  0.      , ..., 81.625015,  0.      ,  0.      , 15.832959], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0035.jpg']"
"[array([ 0.      ,  0.      , 37.747246,  0.      , ..., 86.63592 ,  0.      ,  0.      ,  3.557813], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0015.jpg']"
"[array([  0.      ,   0.      ,  15.644271,   0.      , ..., 104.70515 ,   0.      ,   0.      ,   0.      ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0022.jpg']"
"[array([ 0.      ,  0.      ,  9.302537,  0.      , ..., 97.99356 ,  0.      ,  0.      ,  0.76103 ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0044.jpg']"
"[array([  0.      ,   0.      ,  20.415491,   0.      , ..., 115.46918 ,   0.      ,   0.      ,   7.31232 ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0049.jpg']"
"[array([16.672424,  0.      , 26.504763,  0.      , ..., 62.642925,  0.481782,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0024.jpg']"
"[array([  0.     ,   0.     ,  22.49965,   0.     , ..., 110.2043 ,   0.     ,   0.     ,   0.     ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0009.jpg']"
"[array([  0.      ,   0.      ,  33.3894  ,   0.      , ..., 108.730446,   0.      ,   0.      ,  15.66486 ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0012.jpg']"
"[array([  0.19701 ,   0.      ,  16.614162,   0.      , ..., 112.03499 ,   0.      ,   0.      ,   2.7545  ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0018.jpg']"
"[array([ 0.      ,  0.      , 19.442884,  0.      , ..., 60.95328 ,  0.      ,  0.      , 14.68909 ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0020.jpg']"
"[array([ 0.      ,  0.      , 13.59052 ,  0.      , ..., 82.79197 ,  0.      ,  0.      ,  5.891992], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0004.jpg']"
"[array([ 0.      ,  0.      , 12.726903,  0.      , ..., 99.840485,  0.      ,  0.      ,  5.169557], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0019.jpg']"
"[array([ 1.333644,  0.      , 18.517841,  0.      , ..., 89.04344 ,  0.      ,  0.      , 19.238451], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0036.jpg']"
"[array([  0.      ,   0.      ,  19.107498,   0.      , ..., 110.45969 ,   0.      ,   0.      ,  14.450577],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0005.jpg']"
"[array([  0.      ,   0.      ,  24.663727,   0.      , ..., 104.346466,   0.      ,   0.      ,   0.      ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0034.jpg']"
"[array([ 0.     ,  0.     , 17.31591,  0.     , ..., 98.53903,  0.     ,  0.     ,  0.     ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0045.jpg']"
"[array([  0.455241,   0.      ,  12.566368,   0.      , ..., 120.770645,   0.      ,   0.      ,   4.748887],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0039.jpg']"
"[array([  0.      ,   0.      ,  18.368214,   0.      , ..., 125.73256 ,   0.      ,   0.      ,   0.      ],
      dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0031.jpg']"
"[array([ 0.      ,  0.      , 17.596405,  0.      , ..., 68.47949 ,  1.308346,  0.      ,  0.      ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0051.jpg']"
"[array([ 0.      ,  0.      , 12.989574,  0.      , ..., 71.27735 ,  0.      ,  0.      , 10.683883], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0055.jpg']"
"[array([  0.     ,   0.     ,  32.0026 ,   0.     , ..., 123.69524,   0.     ,   0.     ,   0.     ], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0053.jpg']"
"[array([ 0.      ,  0.      , 33.745926,  0.      , ..., 69.69687 ,  0.      ,  0.      , 15.061744], dtype=float32), '/content/101_ObjectCategories/windsor_chair/image_0016.jpg']"
"[array([39.77423 ,  0.      ,  0.      ,  0.      , ...,  0.      , 31.069696, 31.877214,  0.      ], dtype=float32), '/content/101_ObjectCategories/cannon/image_0011.jpg']"
"[array([50.456398,  0.      , 23.030302,  0.      , ...,  0.      ,  0.      ,  0.      , 18.117195], dtype=float32), '/content/101_ObjectCategories/cannon/image_0002.jpg']"
"[array([60.898434,  5.543507,  0.      ,  0.      , ...,  0.      , 10.570173, 23.716019,  0.      ], dtype=float32), '/content/101_ObjectCategories/cannon/image_0017.jpg']"
"[array([67.96055 ,  0.      ,  7.913377,  0.      , ...,  0.      ,  6.169529, 13.465677,  0.      ], dtype=float32), '/content/101_ObjectCategories/cannon/image_0037.jpg']"
"[array([70.9498  ,  2.859959, 18.032692,  1.163178, ...,  0.      , 11.198558, 25.39884 , 18.75987 ], dtype=float32), '/content/101_ObjectCategories/cannon/image_0027.jpg']"
"[array([53.27268 ,  0.      ,  0.      ,  6.167891, ...,  0.      ,  0.      , 15.215081, 21.533524], dtype=float32), '/content/101_ObjectCategories/cannon/image_0007.jpg']"
"[array([59.552464,  0.      ,  9.656142,  0.      , ...,  0.      , 30.29405 , 30.854351,  7.506823], dtype=float32), '/content/101_ObjectCategories/cannon/image_0043.jpg']"
"[array([48.15977 ,  0.      , 15.739557,  4.303523, ...,  0.      , 19.175224, 31.77952 , 13.862223], dtype=float32), '/content/101_ObjectCategories/cannon/image_0028.jpg']"
"[array([67.08499,  0.     ,  0.     ,  0.     , ...,  0.     ,  0.     , 18.44938, 12.00281], dtype=float32), '/content/101_ObjectCategories/cannon/image_0041.jpg']"
"[array([81.5626  ,  0.      , 10.398284,  0.      , ...,  0.      , 22.581753, 37.221252, 12.784137], dtype=float32), '/content/101_ObjectCategories/cannon/image_0040.jpg']"
"[array([64.99727 , 19.173359,  0.      ,  3.095669, ...,  0.      ,  9.893208, 37.422295, 17.065104], dtype=float32), '/content/101_ObjectCategories/cannon/image_0021.jpg']"
"[array([62.420296,  0.      ,  0.      ,  0.      , ...,  0.      ,  0.      , 10.744197,  6.056024], dtype=float32), '/content/101_ObjectCategories/cannon/image_0030.jpg']"
"[array([85.76725 ,  1.321537, 16.737629,  0.      , ...,  0.      , 31.498968,  0.      ,  4.105459], dtype=float32), '/content/101_ObjectCategories/cannon/image_0003.jpg']"
"[array([65.22512 ,  0.      ,  8.244945,  0.      , ...,  0.      ,  0.      , 37.350742, 11.33847 ], dtype=float32), '/content/101_ObjectCategories/cannon/image_0010.jpg']"
"[array([53.320316, 12.346512,  8.981078,  0.      , ...,  0.      , 25.286829, 33.70686 , 24.593256], dtype=float32), '/content/101_ObjectCategories/cannon/image_0013.jpg']"
"[array([72.83402 ,  0.      , 19.358662,  0.      , ...,  0.      , 12.557075, 29.15665 , 16.562685], dtype=float32), '/content/101_ObjectCategories/cannon/image_0033.jpg']"
"[array([61.23882 ,  0.      , 24.315548,  0.      , ...,  0.      ,  0.      , 34.561222, 10.97231 ], dtype=float32), '/content/101_ObjectCategories/cannon/image_0025.jpg']"
